Castle_Level,Castle_Sound_Hit,Castle_Gold,Castle_Slot,Castle_HP,Castle_Object_Value,Castle_Object_HP,Castle_Skill_1,Castle_Skill_Icon_1,Castle_Effect_1,Castle_Effect_Unit_1,Castle_Skill_Sound_1,Castle_Skill_Range_1,Castle_Skill_Time_1,Castle_Skill_Value_1,Castle_Skill_2,Castle_Skill_Icon_2,Castle_Effect_2,Castle_Effect_Unit_2,Castle_Skill_Sound_2,Castle_Skill_Range_2,Castle_Skill_Time_2,Castle_Skill_Value_2,Castle_Skill_3,Castle_Skill_Icon_3,Castle_Effect_3,Castle_Effect_Unit_3,Castle_Skill_Sound_3,Castle_Skill_Range_3,Castle_Skill_Time_3,Castle_Skill_Value_3,Castle_Skill_4,Castle_Skill_Icon_4,Castle_Effect_4,Castle_Effect_Unit_4,Castle_Skill_Sound_4,Castle_Skill_Range_4,Castle_Skill_Time_4,Castle_Skill_Value_4
76,Sound/Fx/Unit/FX_Skill_SL.mp3,563025,10,76000,7,151000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,850,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,850,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2000
77,Sound/Fx/Unit/FX_Skill_SL.mp3,591177,10,77000,7,153000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,860,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,860,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2020
78,Sound/Fx/Unit/FX_Skill_SL.mp3,620735,10,78000,7,155000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,870,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,870,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2040
79,Sound/Fx/Unit/FX_Skill_SL.mp3,651772,10,79000,7,157000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,880,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,880,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2060
80,Sound/Fx/Unit/FX_Skill_SL.mp3,782127,10,80000,8,159000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,890,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,890,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2080
81,Sound/Fx/Unit/FX_Skill_SL.mp3,821233,10,81000,8,161000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,900,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,900,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2100
82,Sound/Fx/Unit/FX_Skill_SL.mp3,862295,10,82000,8,163000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,910,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,910,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2120
83,Sound/Fx/Unit/FX_Skill_SL.mp3,905409,10,83000,8,165000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,920,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,920,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2140
84,Sound/Fx/Unit/FX_Skill_SL.mp3,950680,10,84000,8,167000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,930,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,930,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2160
85,Sound/Fx/Unit/FX_Skill_SL.mp3,998214,10,85000,8,169000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,940,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,940,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2180
86,Sound/Fx/Unit/FX_Skill_SL.mp3,1048125,10,86000,8,171000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,950,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,950,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2200
87,Sound/Fx/Unit/FX_Skill_SL.mp3,1100531,10,87000,8,173000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,960,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,960,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2220
88,Sound/Fx/Unit/FX_Skill_SL.mp3,1155557,10,88000,8,175000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,970,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,970,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2240
89,Sound/Fx/Unit/FX_Skill_SL.mp3,1213335,10,89000,8,177000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,980,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,980,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2260
90,Sound/Fx/Unit/FX_Skill_SL.mp3,1456002,10,90000,9,179000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,990,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,990,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2280
91,Sound/Fx/Unit/FX_Skill_SL.mp3,1528802,10,91000,9,181000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1000,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1000,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2300
92,Sound/Fx/Unit/FX_Skill_SL.mp3,1605242,10,92000,9,183000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1010,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1010,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2320
93,Sound/Fx/Unit/FX_Skill_SL.mp3,1685504,10,93000,9,185000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1020,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1020,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2340
94,Sound/Fx/Unit/FX_Skill_SL.mp3,1769780,10,94000,9,187000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1030,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1030,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2360
95,Sound/Fx/Unit/FX_Skill_SL.mp3,1858269,10,95000,9,189000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1040,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1040,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2380
96,Sound/Fx/Unit/FX_Skill_SL.mp3,1951182,10,96000,9,191000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1050,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1050,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2400
97,Sound/Fx/Unit/FX_Skill_SL.mp3,2048741,10,97000,9,193000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1060,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1060,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2420
98,Sound/Fx/Unit/FX_Skill_SL.mp3,2151178,10,98000,9,195000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1070,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1070,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2440
99,Sound/Fx/Unit/FX_Skill_SL.mp3,2258737,10,99000,9,197000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1080,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1080,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2460
100,Sound/Fx/Unit/FX_Skill_SL.mp3,2710485,10,100000,10,200000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,1090,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,1090,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,5,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,2480
